Date,Temperature,Min_temp,Max_temp,Rain,Wind_speed,Wind_dir,Humidity,PM10,PM25,Range
2016년 10월 14일,16.7,10.5,23.5,0.0,1.3,20.0,61.8,98,58,2
2016년 10월 15일,19.1,12.4,27.1,0.0,1.3,50.0,60.6,69,42,1
2016년 10월 16일,17.2,15.4,19.5,1.5,1.5,70.0,74.1,50,34,1
2016년 10월 17일,17.5,14.5,21.7,0.0,1.4,270.0,76.1,52,31,1
2016년 10월 18일,17.0,11.2,24.0,0.0,1.4,50.0,70.9,73,39,1
2016년 10월 19일,18.0,14.0,24.3,0.0,1.5,20.0,67.6,67,38,1
2016년 10월 20일,18.6,12.9,25.8,0.0,1.8,50.0,61.3,37,20,1
2016년 10월 21일,17.9,15.7,22.0,0.0,3.0,70.0,58.6,33,18,1
2016년 10월 22일,18.3,14.5,22.8,0.0,1.8,50.0,59.0,34,20,1
2016년 10월 23일,13.3,10.6,17.8,2.5,4.0,50.0,66.3,13,7,0
2016년 10월 24일,15.1,9.0,20.6,0.0,2.4,50.0,54.8,23,10,0
2016년 10월 25일,14.1,12.5,17.5,37.0,2.2,70.0,84.0,31,15,1
2016년 10월 26일,13.3,10.5,16.3,0.0,1.4,270.0,81.0,64,33,1
2016년 10월 27일,14.6,8.6,20.9,0.0,1.9,50.0,65.4,40,20,1
2016년 10월 28일,14.6,10.2,18.4,0.3,2.5,290.0,61.8,40,18,1
2016년 10월 29일,7.8,3.5,11.2,0.0,3.0,320.0,40.3,46,20,1
2016년 10월 30일,7.9,1.6,15.1,0.0,1.5,270.0,31.9,31,15,1
2016년 10월 31일,5.7,0.7,8.2,0.5,2.0,290.0,59.9,31,20,1
2016년 11월 1일,1.5,-2.4,6.6,0.0,2.7,290.0,43.6,31,14,1
2016년 11월 2일,4.1,-2.7,10.5,0.1,1.4,250.0,53.1,34,18,1
2016년 11월 3일,9.1,4.2,14.1,0.2,1.6,250.0,62.8,51,25,1
2016년 11월 4일,12.3,8.2,15.7,0.0,2.7,180.0,67.0,73,42,1
2016년 11월 5일,15.0,12.2,18.1,0.0,2.2,200.0,77.4,102,59,2
2016년 11월 6일,14.0,11.9,18.3,0.0,3.4,50.0,59.4,17,11,0
2016년 11월 7일,12.8,8.5,17.8,5.5,2.8,50.0,71.3,42,31,1
2016년 11월 8일,4.1,0.4,8.4,0.5,3.5,290.0,58.0,63,45,1
2016년 11월 9일,2.1,-3.2,8.6,0.0,1.9,270.0,41.1,39,24,1
2016년 11월 10일,6.0,1.5,9.8,0.4,2.0,50.0,55.5,29,19,0
2016년 11월 11일,9.1,6.2,14.2,4.0,2.2,250.0,63.3,70,25,1
2016년 11월 12일,11.4,5.1,16.7,0.0,2.3,200.0,62.1,75,32,1
2016년 11월 13일,14.4,12.1,18.1,0.5,1.7,50.0,74.8,65,33,1
2016년 11월 14일,13.2,10.2,15.8,1.5,1.7,50.0,78.5,44,28,1
2016년 11월 15일,5.2,2.5,10.2,0.0,2.8,290.0,44.3,41,18,1
2016년 11월 16일,5.2,0.0,12.0,0.0,1.4,290.0,44.3,58,27,1
2016년 11월 17일,9.1,4.0,16.5,0.0,1.2,20.0,56.4,102,54,2
2016년 11월 18일,10.3,4.9,14.6,0.0,1.9,50.0,58.4,102,57,2
2016년 11월 19일,13.0,9.9,18.6,0.0,2.2,270.0,71.1,49,31,1
2016년 11월 20일,9.8,6.4,15.3,0.0,2.5,270.0,48.6,53,24,1
2016년 11월 21일,9.5,5.1,14.6,0.0,2.2,70.0,40.5,71,38,1
2016년 11월 22일,2.0,-2.1,8.4,0.2,3.9,270.0,43.3,40,13,1
2016년 11월 23일,-1.8,-4.8,3.6,0.0,3.0,290.0,37.5,44,17,1
2016년 11월 24일,-2.5,-6.2,2.4,0.0,2.1,270.0,37.8,36,16,1
2016년 11월 25일,1.0,-3.5,6.0,0.0,1.5,290.0,43.9,49,29,1
2016년 11월 26일,0.9,-0.7,2.7,2.8,2.3,50.0,69.6,59,47,1
2016년 11월 27일,3.3,0.5,6.6,0.0,1.5,20.0,81.3,99,61,2
2016년 11월 28일,1.4,-1.4,5.6,0.0,2.5,290.0,57.9,26,14,0
2016년 11월 29일,1.7,-2.8,8.6,0.0,1.6,270.0,40.8,56,32,1
2016년 11월 30일,6.0,0.7,9.8,1.0,2.0,230.0,59.8,54,34,1
2016년 12월 1일,4.1,-1.0,7.0,0.0,3.6,250.0,47.6,24,11,0
2016년 12월 2일,1.6,-3.5,7.9,0.0,1.8,290.0,48.4,42,17,1
2016년 12월 3일,4.5,-0.7,11.3,0.0,1.4,20.0,58.8,70,45,1
2016년 12월 4일,5.5,2.0,9.5,0.0,1.2,20.0,60.1,101,69,2
2016년 12월 5일,5.9,0.5,10.3,1.5,3.0,270.0,69.1,39,22,1
2016년 12월 6일,-1.1,-4.2,4.3,0.0,2.5,270.0,38.5,29,11,0
2016년 12월 7일,1.7,-2.7,7.5,0.0,2.3,50.0,58.3,83,49,2
2016년 12월 8일,2.1,-3.0,6.1,3.0,1.7,50.0,70.0,63,39,1
2016년 12월 9일,1.4,-2.9,4.2,3.0,2.8,270.0,65.8,24,16,0
2016년 12월 10일,-1.6,-5.9,3.6,0.0,1.9,270.0,47.6,37,21,1
2016년 12월 11일,-1.1,-6.1,6.4,0.0,1.2,20.0,42.6,44,29,1
2016년 12월 12일,2.3,-3.0,6.3,0.0,1.9,50.0,37.9,58,38,1
2016년 12월 13일,3.4,-0.4,8.8,0.0,2.0,290.0,53.6,62,41,1
2016년 12월 14일,-1.4,-2.3,-0.1,0.1,2.7,270.0,68.1,52,31,1
2016년 12월 15일,-5.0,-7.6,-1.5,0.0,3.0,270.0,41.8,37,18,1
2016년 12월 16일,-4.7,-9.8,0.0,0.0,2.2,270.0,40.3,34,19,1
2016년 12월 17일,2.7,-2.7,8.0,0.0,1.8,20.0,60.1,83,50,2
2016년 12월 18일,4.9,2.7,8.1,0.0,1.9,50.0,68.8,46,33,1
2016년 12월 19일,7.2,4.3,12.0,0.1,2.5,50.0,66.0,47,27,1
2016년 12월 20일,7.6,4.4,13.6,0.0,1.2,20.0,71.3,62,39,1
2016년 12월 21일,7.9,4.1,12.6,29.0,3.5,50.0,75.5,27,15,0
2016년 12월 22일,5.5,1.5,11.0,23.5,3.5,250.0,90.3,89,65,2
2016년 12월 23일,-2.5,-4.4,1.5,0.1,3.6,270.0,71.1,55,42,1
2016년 12월 24일,-2.4,-4.3,1.1,0.0,1.8,20.0,66.0,70,53,1
2016년 12월 25일,1.0,-4.5,6.4,0.0,1.7,50.0,69.5,54,39,1
2016년 12월 26일,2.5,1.3,4.4,0.0,1.4,360.0,73.8,60,38,1
2016년 12월 27일,-2.3,-6.3,1.3,0.5,3.5,270.0,54.6,34,17,1
2016년 12월 28일,-3.7,-8.4,2.6,0.0,1.8,270.0,49.0,35,19,1
2016년 12월 29일,-4.2,-7.2,-1.1,0.3,2.8,290.0,53.1,24,12,0
2016년 12월 30일,-3.9,-9.1,1.0,0.0,1.3,20.0,50.9,54,34,1
2016년 12월 31일,0.7,-3.6,5.7,0.0,1.5,20.0,65.4,71,50,1
2017년 1월 1일,2.7,-1.6,6.9,0.0,1.5,20.0,75.9,91,66,2
2017년 1월 2일,5.0,1.8,9.2,0.3,2.1,20.0,77.8,164,115,3
2017년 1월 3일,2.0,-2.3,7.7,0.0,1.8,270.0,61.8,34,18,1
2017년 1월 4일,3.9,1.0,8.9,0.0,1.7,270.0,55.0,59,35,1
2017년 1월 5일,3.8,-0.1,7.3,0.0,3.1,50.0,52.3,10,6,0
2017년 1월 6일,5.4,2.5,11.4,0.0,2.4,50.0,58.5,39,26,1
2017년 1월 7일,4.6,0.0,10.5,0.0,1.4,50.0,64.9,62,42,1
2017년 1월 8일,6.5,4.0,10.9,0.0,2.6,70.0,61.4,28,21,0
2017년 1월 9일,1.5,-3.1,4.3,0.0,3.3,270.0,60.8,52,38,1
2017년 1월 10일,-3.7,-7.4,1.1,0.0,3.2,270.0,45.1,21,11,0
2017년 1월 11일,-3.8,-9.4,1.5,0.0,2.1,270.0,36.4,25,14,0
2017년 1월 12일,-2.2,-6.1,1.0,0.0,3.1,270.0,43.1,17,8,0
2017년 1월 13일,-6.0,-8.6,-1.4,0.6,2.9,270.0,47.4,44,14,1
2017년 1월 14일,-8.4,-10.5,-5.4,0.0,3.8,290.0,33.3,43,11,1
2017년 1월 15일,-6.6,-11.5,-0.9,0.0,2.3,270.0,35.3,34,20,1
2017년 1월 16일,-3.8,-8.9,4.0,0.0,1.4,20.0,37.6,59,34,1
2017년 1월 17일,-2.0,-7.1,3.4,0.0,1.5,20.0,46.6,80,53,1
2017년 1월 18일,-0.5,-3.0,2.8,0.0,1.3,270.0,68.9,107,81,2
2017년 1월 19일,-1.2,-4.9,4.7,0.0,1.6,270.0,55.4,72,50,1
2017년 1월 20일,-4.4,-7.8,-1.4,4.0,3.0,270.0,70.3,48,35,1
2017년 1월 21일,-5.2,-10.0,-0.9,2.1,1.6,20.0,78.1,42,29,1
2017년 1월 22일,-8.3,-10.9,-3.3,0.0,3.8,290.0,51.3,57,39,1
2017년 1월 23일,-8.9,-12.6,-4.1,0.0,2.2,270.0,48.4,39,30,1
2017년 1월 24일,-7.0,-11.6,-1.3,0.0,2.0,290.0,49.6,40,31,1
2017년 1월 25일,-5.2,-10.2,0.9,0.0,1.5,270.0,50.6,47,35,1
2017년 1월 26일,-1.3,-7.9,3.4,0.3,2.2,20.0,64.4,80,59,1
2017년 1월 27일,-2.6,-5.7,3.1,3.0,3.4,270.0,47.3,35,8,1
2017년 1월 28일,-1.6,-8.2,4.3,0.0,1.7,50.0,38.0,34,16,1
2017년 1월 29일,0.8,-0.9,2.5,4.5,1.8,70.0,71.1,19,13,0
2017년 1월 30일,-4.8,-7.9,-0.9,0.1,3.3,270.0,61.4,33,18,1
2017년 1월 31일,-5.4,-9.9,0.2,0.0,1.7,270.0,44.8,26,17,0
2017년 2월 1일,-4.0,-7.5,0.7,0.0,2.5,290.0,44.5,37,16,1
2017년 2월 2일,-2.7,-9.2,3.3,0.0,2.7,250.0,52.9,46,25,1
2017년 2월 3일,1.5,-2.3,6.7,0.0,1.5,250.0,65.4,74,54,1
2017년 2월 4일,0.9,-2.9,3.2,0.0,1.6,20.0,69.4,117,88,2
2017년 2월 5일,1.2,-1.5,2.3,0.5,2.1,250.0,75.3,88,74,2
2017년 2월 6일,-1.7,-4.4,2.6,0.0,3.0,290.0,51.0,32,20,1
2017년 2월 7일,-2.0,-5.6,3.0,0.0,1.5,270.0,45.4,48,28,1
2017년 2월 8일,-2.2,-4.9,0.6,0.0,2.0,270.0,50.1,35,17,1
2017년 2월 9일,-5.3,-7.1,-2.1,0.0,3.8,270.0,47.0,57,14,1
2017년 2월 10일,-6.6,-9.3,-2.5,0.0,4.1,270.0,44.3,39,18,1
2017년 2월 11일,-4.8,-9.2,0.8,0.0,2.8,270.0,45.4,26,15,0
2017년 2월 12일,-2.2,-7.4,4.2,0.0,2.1,270.0,51.3,35,22,1
2017년 2월 13일,0.1,-5.4,6.1,0.0,1.6,270.0,59.6,51,34,1
2017년 2월 14일,0.3,-4.0,6.5,0.0,2.5,290.0,46.0,46,31,1
2017년 2월 15일,1.8,-3.9,8.0,0.0,1.4,360.0,52.1,79,54,1
2017년 2월 16일,5.5,-1.9,10.3,0.0,2.0,20.0,63.9,57,37,1
2017년 2월 17일,0.8,-5.2,9.0,4.0,3.9,270.0,56.9,45,15,1
2017년 2월 18일,-2.6,-7.0,2.9,0.0,2.8,270.0,49.4,38,25,1
2017년 2월 19일,2.3,-3.4,5.7,1.0,1.9,160.0,68.0,47,30,1
2017년 2월 20일,-1.5,-5.2,5.4,0.5,4.2,290.0,53.8,36,19,1
2017년 2월 21일,-0.6,-7.6,6.9,0.0,1.6,270.0,37.1,76,48,1
2017년 2월 22일,1.7,-0.9,2.9,5.1,2.7,70.0,70.8,40,31,1
2017년 2월 23일,-1.5,-4.2,2.1,0.0,3.8,270.0,56.4,29,18,0
2017년 2월 24일,-0.8,-5.8,4.4,0.0,2.2,270.0,51.3,33,20,1
2017년 2월 25일,2.6,-2.8,8.4,0.0,2.3,200.0,63.6,42,28,1
2017년 2월 26일,3.6,-1.5,10.1,0.0,2.1,270.0,52.8,34,25,1
2017년 2월 27일,3.7,-1.8,10.7,0.0,1.8,270.0,37.4,34,22,1
2017년 2월 28일,5.6,-1.3,12.3,0.0,2.0,230.0,41.5,44,30,1
2017년 3월 1일,5.0,2.0,11.4,5.0,1.8,20.0,65.0,53,46,1
2017년 3월 2일,1.8,-1.1,6.6,0.5,3.1,270.0,59.5,26,14,0
2017년 3월 3일,3.3,-3.1,10.4,0.0,2.1,250.0,54.4,49,28,1
2017년 3월 4일,5.7,0.1,12.7,0.0,1.6,20.0,60.0,50,34,1
2017년 3월 5일,5.2,1.2,10.4,0.5,2.1,270.0,71.6,76,57,1
2017년 3월 6일,0.1,-2.8,4.0,0.0,4.0,290.0,41.3,24,16,0
2017년 3월 7일,-1.3,-4.0,2.9,0.0,3.9,270.0,37.5,31,18,1
2017년 3월 8일,-0.1,-5.3,5.0,0.0,3.1,270.0,50.6,43,21,1
2017년 3월 9일,3.2,-2.7,10.7,0.0,3.1,270.0,47.3,42,17,1
2017년 3월 10일,4.8,-1.2,12.2,0.0,2.2,270.0,37.4,42,24,1
2017년 3월 11일,7.3,-0.2,16.7,0.0,1.8,270.0,37.4,91,61,2
2017년 3월 12일,8.2,4.4,14.0,0.0,2.0,270.0,58.4,85,61,2
2017년 3월 13일,6.9,1.5,12.2,0.0,2.5,270.0,49.8,60,41,1
2017년 3월 14일,5.8,1.0,10.9,0.0,3.2,270.0,37.5,44,27,1
2017년 3월 15일,6.3,0.4,13.3,0.0,2.1,250.0,34.9,47,28,1
2017년 3월 16일,6.2,1.0,13.4,0.0,1.9,270.0,41.8,65,44,1
2017년 3월 17일,7.7,1.2,15.7,0.0,2.0,270.0,43.1,60,44,1
2017년 3월 18일,9.5,5.9,16.1,0.0,2.3,250.0,34.1,60,44,1
2017년 3월 19일,10.9,3.2,18.9,0.0,1.6,360.0,36.0,81,54,2
2017년 3월 20일,10.2,6.0,15.5,0.0,1.8,50.0,40.4,151,114,0
2017년 3월 21일,7.4,4.3,12.6,0.0,3.1,290.0,48.1,73,29,1
2017년 3월 22일,7.6,1.9,14.1,0.0,2.5,290.0,32.8,46,29,1
2017년 3월 23일,9.1,5.1,15.0,0.0,2.2,250.0,34.0,74,43,1
2017년 3월 24일,8.7,3.9,15.2,0.0,2.1,50.0,41.4,77,47,1
2017년 3월 25일,8.1,5.0,12.6,0.0,2.1,270.0,41.1,61,39,1
2017년 3월 26일,7.3,4.8,11.6,0.0,2.2,270.0,53.1,75,52,1
2017년 3월 27일,6.1,4.4,10.9,0.4,2.5,270.0,67.4,66,47,1
2017년 3월 28일,7.1,2.5,12.7,0.0,1.9,20.0,59.8,69,45,1
2017년 3월 29일,8.8,4.7,14.4,0.0,2.3,250.0,54.9,61,43,1
2017년 3월 30일,10.6,4.1,17.1,0.0,1.9,270.0,50.0,75,48,1
2017년 3월 31일,8.6,4.9,12.4,1.5,2.4,50.0,70.6,12,9,0
2017년 4월 1일,9.0,4.8,15.1,1.0,2.1,270.0,60.5,42,28,1
2017년 4월 2일,9.0,3.1,15.8,0.0,2.1,250.0,53.1,73,53,1
2017년 4월 3일,11.4,4.3,19.2,0.0,2.1,250.0,45.6,82,55,2
2017년 4월 4일,14.1,6.7,21.8,0.0,2.0,20.0,35.3,75,49,1
2017년 4월 5일,12.0,10.8,14.2,37.5,2.4,50.0,66.0,28,21,0
2017년 4월 6일,10.4,9.4,12.4,3.0,2.4,230.0,90.0,29,22,0
2017년 4월 7일,14.5,9.0,23.5,0.0,2.1,250.0,68.1,61,41,1
2017년 4월 8일,13.0,8.6,19.9,0.5,2.5,250.0,74.5,67,45,1
2017년 4월 9일,14.8,10.6,20.5,0.5,2.8,70.0,59.6,23,15,0
2017년 4월 10일,16.5,10.1,23.3,0.0,2.8,70.0,25.8,29,15,0
2017년 4월 11일,15.3,11.5,20.2,0.0,3.2,250.0,36.8,103,20,2
2017년 4월 12일,11.5,8.8,16.4,0.0,3.7,250.0,21.8,67,10,1
2017년 4월 13일,12.7,6.3,19.6,0.0,2.5,200.0,54.0,98,54,2
2017년 4월 14일,13.0,10.1,17.7,6.0,3.5,230.0,57.9,66,29,1
2017년 4월 15일,16.8,10.9,24.3,0.0,2.2,270.0,59.4,59,31,1
2017년 4월 16일,18.7,12.9,24.4,0.0,1.4,50.0,52.9,68,31,1
2017년 4월 17일,14.7,11.2,18.0,5.5,2.2,340.0,66.5,28,20,0
2017년 4월 18일,11.7,9.4,17.4,7.5,2.5,250.0,76.5,53,18,1
2017년 4월 19일,12.6,7.0,18.4,0.0,2.9,270.0,43.1,86,23,2
2017년 4월 20일,12.9,9.9,18.2,0.1,2.3,290.0,45.4,49,16,1
2017년 4월 21일,13.1,7.6,19.3,0.0,2.0,270.0,56.5,83,28,2
2017년 4월 22일,14.8,8.5,22.5,0.0,2.1,270.0,48.4,56,26,1
2017년 4월 23일,14.9,8.9,21.7,0.0,2.4,270.0,40.0,36,19,1
2017년 4월 24일,15.1,8.3,21.3,0.0,2.7,50.0,39.4,48,21,1
2017년 4월 25일,16.0,12.9,20.4,0.0,2.7,230.0,56.8,86,48,2
2017년 4월 26일,15.1,10.5,20.2,0.0,3.3,270.0,36.0,47,13,1
2017년 4월 27일,13.6,7.9,19.8,0.0,3.3,270.0,41.8,62,24,1
2017년 4월 28일,14.4,8.9,21.5,0.0,3.0,200.0,57.3,83,30,2
2017년 4월 29일,17.1,9.6,23.7,0.0,2.7,230.0,44.3,48,21,1
2017년 4월 30일,19.3,13.7,27.8,0.0,2.6,200.0,57.9,101,55,2
2017년 5월 1일,20.1,12.8,28.3,0.0,1.9,270.0,50.8,107,58,2
2017년 5월 2일,20.7,15.2,28.0,0.0,2.1,270.0,42.0,83,35,2
2017년 5월 3일,21.5,14.5,30.2,0.0,2.0,270.0,34.1,74,34,1
2017년 5월 4일,21.0,14.8,27.5,0.0,2.0,270.0,43.6,65,27,1
2017년 5월 5일,20.9,15.5,27.0,0.0,3.2,270.0,53.4,32,16,1
2017년 5월 6일,14.9,10.0,19.3,0.0,3.8,230.0,32.0,102,19,2
2017년 5월 7일,16.6,10.9,22.8,0.0,3.2,250.0,42.6,55,13,1
2017년 5월 8일,17.9,11.1,23.5,0.0,2.1,200.0,43.6,201,36,3
2017년 5월 9일,17.1,15.3,22.6,2.5,1.6,50.0,62.6,62,25,1
2017년 5월 10일,16.4,14.2,20.8,2.5,2.5,290.0,73.0,49,16,1
2017년 5월 11일,19.3,13.1,24.8,0.0,1.8,250.0,65.3,96,53,2
2017년 5월 12일,19.1,16.8,21.1,0.0,2.1,200.0,71.6,61,37,1
2017년 5월 13일,16.4,12.4,22.6,6.0,3.1,230.0,77.8,46,21,1
2017년 5월 14일,15.7,11.0,20.7,0.0,3.7,270.0,58.3,53,12,1
2017년 5월 15일,16.0,12.3,20.1,0.0,2.8,270.0,61.4,30,12,0
2017년 5월 16일,17.1,13.3,22.3,0.0,2.0,250.0,60.5,40,18,1
2017년 5월 17일,18.6,12.3,25.9,0.0,2.1,270.0,51.5,41,17,1
2017년 5월 18일,20.4,13.9,26.9,0.0,2.3,270.0,41.9,57,32,1
2017년 5월 19일,21.1,15.1,27.9,0.0,2.6,270.0,42.6,44,20,1
2017년 5월 20일,20.9,15.4,27.3,0.0,2.4,270.0,44.0,32,17,1
2017년 5월 21일,21.5,16.0,27.6,0.0,2.3,290.0,48.1,39,23,1
2017년 5월 22일,21.8,15.9,28.0,0.0,2.0,270.0,53.6,32,17,1
2017년 5월 23일,20.0,17.2,24.4,5.0,1.9,290.0,68.0,32,20,1
2017년 5월 24일,21.8,16.9,27.8,0.1,2.0,270.0,60.4,32,15,1
2017년 5월 25일,19.2,14.4,24.4,0.0,3.4,250.0,45.6,37,8,1
2017년 5월 26일,17.7,12.4,23.2,0.0,2.9,250.0,41.5,35,13,1
2017년 5월 27일,19.5,13.7,26.4,0.0,2.2,290.0,46.1,36,14,1
2017년 5월 28일,21.2,14.4,27.9,0.0,2.7,250.0,50.6,72,36,1
2017년 5월 29일,22.9,18.1,29.3,0.0,2.3,200.0,61.8,73,35,1
2017년 5월 30일,23.6,18.6,30.3,0.0,2.4,230.0,43.5,30,10,0
2017년 5월 31일,23.3,17.7,29.6,0.0,1.9,270.0,49.1,39,23,1
2017년 6월 1일,23.3,20.0,27.0,0.0,3.1,270.0,51.8,55,14,1
2017년 6월 2일,20.5,15.5,25.6,0.0,2.8,270.0,37.4,29,8,0
2017년 6월 3일,20.5,16.1,26.5,0.0,3.0,270.0,44.0,35,12,1
2017년 6월 4일,21.7,15.1,28.1,0.0,2.6,270.0,36.9,25,8,0
2017년 6월 5일,24.2,16.4,30.3,0.0,1.9,50.0,33.3,36,16,1
2017년 6월 6일,19.4,14.5,23.9,15.5,2.5,70.0,60.0,17,8,0
2017년 6월 7일,17.6,15.1,19.2,12.5,2.4,270.0,91.4,23,15,0
2017년 6월 8일,20.1,15.1,25.9,0.0,2.8,270.0,67.3,42,30,1
2017년 6월 9일,21.2,17.9,25.7,0.1,3.3,230.0,69.8,69,43,1
2017년 6월 10일,21.5,16.7,27.5,4.5,2.3,270.0,46.8,30,9,0
2017년 6월 11일,22.8,14.8,29.6,0.0,2.2,20.0,33.8,39,12,1
2017년 6월 12일,22.1,17.0,28.0,0.0,2.8,70.0,45.5,48,21,1
2017년 6월 13일,21.5,18.3,25.9,0.0,2.4,270.0,63.0,38,16,1
2017년 6월 14일,21.8,17.8,26.8,0.0,2.8,270.0,63.0,43,22,1
2017년 6월 15일,23.1,18.0,29.6,0.0,2.5,230.0,62.4,63,29,1
2017년 6월 16일,25.5,20.0,32.7,0.0,2.2,90.0,55.8,72,40,1
2017년 6월 17일,24.2,20.6,29.9,0.0,2.4,290.0,52.3,42,22,1
2017년 6월 18일,24.3,18.6,31.8,0.0,2.3,270.0,52.0,55,32,1
2017년 6월 19일,24.8,19.5,30.2,0.0,1.8,270.0,50.9,41,25,1
2017년 6월 20일,26.0,20.0,32.7,0.0,2.1,270.0,43.4,56,32,1
2017년 6월 21일,25.4,21.7,31.6,0.0,2.9,270.0,52.6,47,28,1
2017년 6월 22일,25.3,21.2,30.4,0.0,2.5,290.0,57.3,34,17,1
2017년 6월 23일,26.7,21.3,34.1,0.0,2.0,270.0,53.0,44,20,1
2017년 6월 24일,24.5,21.5,27.8,3.5,1.2,290.0,60.4,48,26,1
2017년 6월 25일,23.8,21.0,28.4,1.5,1.5,50.0,75.4,36,21,1
2017년 6월 26일,23.1,20.1,29.9,29.0,2.2,70.0,76.9,30,17,0
2017년 6월 27일,25.2,20.8,30.5,0.0,2.2,270.0,67.5,39,27,1
2017년 6월 28일,26.0,22.5,30.5,0.0,2.1,270.0,63.5,45,30,1
2017년 6월 29일,26.2,21.9,31.5,0.0,2.2,270.0,64.8,63,42,1
2017년 6월 30일,25.9,22.2,30.9,0.0,2.2,270.0,65.9,49,35,1
2017년 7월 1일,25.3,22.4,30.7,0.5,2.0,290.0,73.6,19,12,0
2017년 7월 2일,24.3,21.9,26.8,92.0,2.5,230.0,90.5,33,23,1
2017년 7월 3일,24.7,21.9,27.4,67.5,3.5,230.0,87.6,38,28,1
2017년 7월 4일,26.7,23.8,31.6,0.5,2.0,270.0,74.5,41,29,1
2017년 7월 5일,27.4,23.3,32.6,0.0,1.5,270.0,66.9,47,32,1
2017년 7월 6일,27.6,23.9,34.6,34.0,1.7,50.0,72.3,40,28,1
2017년 7월 7일,26.4,24.4,28.4,16.5,2.0,110.0,80.8,18,11,0
2017년 7월 8일,26.0,24.6,27.6,4.5,2.6,200.0,83.3,27,18,0
2017년 7월 9일,26.3,23.8,30.3,32.5,1.0,70.0,88.0,27,18,0
2017년 7월 10일,24.0,22.6,25.4,144.5,2.3,200.0,96.5,12,8,0
2017년 7월 11일,26.0,22.2,30.9,1.0,2.1,200.0,81.4,76,53,1
2017년 7월 12일,27.1,24.9,31.1,0.0,2.3,270.0,75.9,28,20,0
2017년 7월 13일,27.6,23.1,32.1,0.0,1.5,270.0,71.0,56,43,1
2017년 7월 14일,28.7,26.1,33.0,0.0,2.1,270.0,68.4,33,21,1
2017년 7월 15일,25.0,23.4,27.3,42.5,2.2,230.0,89.0,23,15,0
2017년 7월 16일,26.2,23.4,28.8,22.5,1.4,230.0,83.4,28,18,0
2017년 7월 17일,26.8,24.0,29.0,7.5,2.0,200.0,77.3,19,13,0
2017년 7월 18일,26.5,23.9,30.7,2.5,1.6,270.0,80.6,25,16,0
2017년 7월 19일,28.3,24.5,34.1,0.0,1.8,270.0,71.4,52,38,1
2017년 7월 20일,29.9,26.0,34.9,0.0,2.2,200.0,66.1,64,49,1
2017년 7월 21일,29.8,27.3,32.4,0.0,2.5,230.0,73.1,64,49,1
2017년 7월 22일,29.3,27.5,32.5,0.5,2.3,230.0,75.8,59,45,1
2017년 7월 23일,27.0,26.1,28.1,133.5,2.1,200.0,89.5,44,35,1
2017년 7월 24일,26.2,25.6,27.3,3.0,1.2,250.0,82.3,37,23,1
2017년 7월 25일,29.4,24.6,35.4,0.0,1.9,50.0,64.1,25,15,0
2017년 7월 26일,28.7,24.2,32.8,0.0,2.7,70.0,55.6,23,13,0
2017년 7월 27일,27.1,24.9,29.7,3.5,1.9,110.0,62.5,38,24,1
2017년 7월 28일,25.5,24.8,26.9,8.5,1.5,70.0,92.1,34,19,1
2017년 7월 29일,27.2,25.0,30.1,0.0,2.3,70.0,72.3,11,7,0
2017년 7월 30일,27.9,24.7,32.6,0.0,1.9,290.0,64.4,27,19,0
2017년 7월 31일,25.7,24.8,27.1,3.5,1.4,50.0,82.3,16,8,0
2017년 8월 1일,28.6,24.1,33.0,2.0,1.7,50.0,73.0,33,23,1
2017년 8월 2일,30.0,26.6,33.0,0.0,1.3,50.0,71.9,44,29,1
2017년 8월 3일,30.2,27.2,33.9,0.0,2.2,110.0,60.6,18,11,0
2017년 8월 4일,30.3,25.9,35.3,0.0,2.1,70.0,60.1,42,29,1
2017년 8월 5일,31.4,27.6,34.8,0.0,1.9,70.0,63.0,29,20,0
2017년 8월 6일,29.8,28.2,34.0,5.0,1.9,70.0,71.9,40,31,1
2017년 8월 7일,29.2,26.4,34.4,0.0,2.4,270.0,68.1,29,17,0
2017년 8월 8일,28.2,25.5,31.0,0.0,1.9,290.0,67.1,46,32,1
2017년 8월 9일,27.6,24.6,32.0,2.5,2.3,70.0,66.4,21,14,0
2017년 8월 10일,24.8,23.9,26.3,5.5,2.0,50.0,89.9,9,5,0
2017년 8월 11일,27.0,23.9,32.4,0.5,2.3,50.0,72.5,17,10,0
2017년 8월 12일,27.8,23.2,32.6,0.0,2.1,70.0,60.3,16,7,0
2017년 8월 13일,26.3,24.2,28.4,0.0,2.8,70.0,62.1,10,6,0
2017년 8월 14일,24.6,23.1,27.1,1.5,3.6,70.0,67.5,9,5,0
2017년 8월 15일,21.9,20.8,24.0,93.5,3.6,70.0,93.8,6,4,0
2017년 8월 16일,23.3,20.5,26.8,2.0,3.7,70.0,80.5,9,5,0
2017년 8월 17일,24.8,21.2,27.7,0.5,2.1,70.0,77.1,20,10,0
2017년 8월 18일,26.3,23.9,30.6,0.0,1.3,50.0,75.6,32,24,1
2017년 8월 19일,26.1,23.1,28.7,0.0,2.0,70.0,75.8,29,18,0
2017년 8월 20일,23.2,22.0,25.8,124.5,2.9,70.0,95.6,14,9,0
2017년 8월 21일,25.8,23.7,29.2,5.0,2.4,230.0,81.5,19,12,0
2017년 8월 22일,27.3,23.4,31.5,0.0,1.9,290.0,70.6,19,12,0
